"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"2253","2018","East Dunbartonshire","Abandoned/burnt out vehicles","*","*","*","1.7","-","0.4"
"2254","2018","East Lothian","Abandoned/burnt out vehicles","*","2.2","-","-","*","0.6"
"2255","2018","East Renfrewshire","Abandoned/burnt out vehicles","*","*","*","*","-","0.4"
"2256","2018","Edinburgh, City of","Abandoned/burnt out vehicles","7","5.3","3.3","0.6","0.4","2.5"
"2257","2018","Falkirk","Abandoned/burnt out vehicles","*","-","*","*","*","1.5"
"2258","2018","Fife","Abandoned/burnt out vehicles","2.7","-","2.2","0.9","-","1.1"
"2259","2018","Glasgow City","Abandoned/burnt out vehicles","1.9","3","-","0.9","-","1.5"
"2260","2018","Highland","Abandoned/burnt out vehicles","*","2.8","-","2","*","1.1"
"2261","2018","Inverclyde","Abandoned/burnt out vehicles","-","*","*","*","*","0.4"
"2262","2018","Midlothian","Abandoned/burnt out vehicles","*","4.9","2.2","2.2","*","2.7"
"2263","2018","Moray","Abandoned/burnt out vehicles","*","*","2.4","1.4","*","3.7"
"2264","2018","Na-h Eileanan Siar","Abandoned/burnt out vehicles","-","0.9","0.7","*","-","0.7"
"2265","2018","North Ayrshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"2266","2018","North Lanarkshire","Abandoned/burnt out vehicles","6.2","1.8","1.8","*","*","3.1"
"2267","2018","Orkney Islands","Abandoned/burnt out vehicles","-","*","-","0.7","*","1.3"
"2268","2018","Perth & Kinross","Abandoned/burnt out vehicles","*","*","2.5","-","*","0.5"
"2269","2018","Renfrewshire","Abandoned/burnt out vehicles","2.3","*","*","*","*","1.5"
"2270","2018","Scotland","Abandoned/burnt out vehicles","2.8","2.5","1","0.9","0.6","1.5"
"2271","2018","Scottish Borders","Abandoned/burnt out vehicles","*","*","0.7","-","*","1.1"
"2272","2018","Shetland Islands","Abandoned/burnt out vehicles","-","*","5.4","1.9","-","2.8"
"2273","2018","South Ayrshire","Abandoned/burnt out vehicles","*","-","*","*","*","0.3"
"2274","2018","South Lanarkshire","Abandoned/burnt out vehicles","2.3","4.3","1.2","-","*","1.7"
"2275","2018","Stirling","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"2276","2018","West Dunbartonshire","Abandoned/burnt out vehicles","0.5","1.5","*","*","*","1.3"
"2277","2018","West Lothian","Abandoned/burnt out vehicles","*","-","1.6","*","*","1.1"
"2278","2018","Aberdeen City","Base","20","60","60","60","130","330"
"2279","2018","Aberdeenshire","Base","10","30","80","130","110","360"
"2280","2018","Angus","Base","10","40","60","60","40","210"
"2281","2018","Argyll & Bute","Base","20","50","100","50","20","240"
"2282","2018","Clackmannanshire","Base","60","60","30","40","20","210"
"2283","2018","Dumfries & Galloway","Base","20","60","100","40","20","240"
"2284","2018","Dundee City","Base","100","50","30","40","30","250"
"2285","2018","East Ayrshire","Base","80","50","40","40","20","240"
"2286","2018","East Dunbartonshire","Base","10","50","10","60","130","260"
"2287","2018","East Lothian","Base","10","70","60","70","40","250"
"2288","2018","East Renfrewshire","Base","20","20","30","40","140","250"
"2289","2018","Edinburgh, City of","Base","110","120","110","130","320","780"
"2290","2018","Falkirk","Base","30","60","50","40","40","210"
"2291","2018","Fife","Base","100","100","120","90","100","520"
"2292","2018","Glasgow City","Base","440","150","140","90","100","910"
"2293","2018","Highland","Base","30","60","100","110","30","330"
"2294","2018","Inverclyde","Base","110","30","30","40","30","240"
"2295","2018","Midlothian","Base","30","100","50","50","30","250"
"2296","2018","Moray","Base","0","30","70","80","40","220"
"2297","2018","Na-h Eileanan Siar","Base","-","60","220","20","-","300"
"2298","2018","North Ayrshire","Base","90","50","30","30","20","220"
"2299","2018","North Lanarkshire","Base","160","120","90","40","30","440"
"2300","2018","Orkney Islands","Base","-","30","70","130","20","260"
"2301","2018","Perth & Kinross","Base","10","20","50","90","50","220"
"2302","2018","Renfrewshire","Base","80","40","40","40","40","240"
"2303","2018","Scotland","Base","1840","1850","2140","2100","1770","9700"
"2304","2018","Scottish Borders","Base","10","40","70","80","20","230"
"2305","2018","Shetland Islands","Base","-","10","60","160","-","230"
"2306","2018","South Ayrshire","Base","40","60","50","30","50","220"
"2307","2018","South Lanarkshire","Base","90","90","80","80","40","380"
"2308","2018","Stirling","Base","30","40","40","70","60","230"
"2309","2018","West Dunbartonshire","Base","100","60","30","30","10","230"
"2310","2018","West Lothian","Base","30","60","50","50","40","240"
"2311","2019","Aberdeen City","Vandalism / graffiti / damage to property","*","5.4","8.6","1.4","2","4.4"
"2312","2019","Aberdeenshire","Vandalism / graffiti / damage to property","*","*","4.1","1.9","3.1","3.4"
"2313","2019","Angus","Vandalism / graffiti / damage to property","*","10.3","6.4","-","*","6.6"
"2314","2019","Argyll & Bute","Vandalism / graffiti / damage to property","*","*","2.2","9.3","*","4.3"
"2315","2019","Clackmannanshire","Vandalism / graffiti / damage to property","23","8.3","*","*","*","11.1"
"2316","2019","Dumfries & Galloway","Vandalism / graffiti / damage to property","*","3.9","-","4.4","*","4.8"
"2317","2019","Dundee City","Vandalism / graffiti / damage to property","19","18.6","*","*","*","10.9"
"2318","2019","East Ayrshire","Vandalism / graffiti / damage to property","19.2","10.7","*","*","*","9.1"
"2319","2019","East Dunbartonshire","Vandalism / graffiti / damage to property","*","6.7","*","2.4","1.8","2.8"
"2320","2019","East Lothian","Vandalism / graffiti / damage to property","*","10.2","1.5","5.2","*","5.7"
"2321","2019","East Renfrewshire","Vandalism / graffiti / damage to property","*","*","*","*","2.3","3.5"
"2322","2019","Edinburgh, City of","Vandalism / graffiti / damage to property","35.6","24.5","16.4","13.7","7.9","15.4"
"2323","2019","Falkirk","Vandalism / graffiti / damage to property","*","8.3","2.4","*","*","7.3"
"2324","2019","Fife","Vandalism / graffiti / damage to property","11.9","9.4","2.7","2.1","1","5.4"
"2325","2019","Glasgow City","Vandalism / graffiti / damage to property","18.8","17.6","12.4","7.5","10","15.4"
"2326","2019","Highland","Vandalism / graffiti / damage to property","*","13.1","3.1","4.3","*","5.9"
"2327","2019","Inverclyde","Vandalism / graffiti / damage to property","14.1","*","*","*","*","7.2"
"2328","2019","Midlothian","Vandalism / graffiti / damage to property","*","7.6","8.7","6.9","*","9.3"
"2329","2019","Moray","Vandalism / graffiti / damage to property","*","*","0.6","2.7","*","2.3"
"2330","2019","Na-h Eileanan Siar","Vandalism / graffiti / damage to property","-","-","-","-","-","-"
"2331","2019","North Ayrshire","Vandalism / graffiti / damage to property","15.1","*","*","*","*","8.1"
"2332","2019","North Lanarkshire","Vandalism / graffiti / damage to property","15.8","10.2","11.5","12.8","*","11.8"
"2333","2019","Orkney Islands","Vandalism / graffiti / damage to property","-","*","10.2","0.5","*","2.8"
"2334","2019","Perth & Kinross","Vandalism / graffiti / damage to property","*","*","*","1.9","-","3.1"
"2335","2019","Renfrewshire","Vandalism / graffiti / damage to property","27.2","*","*","*","2.9","11.3"
"2336","2019","Scotland","Vandalism / graffiti / damage to property","18.8","10.8","5.5","4.6","3.6","8.7"
"2337","2019","Scottish Borders","Vandalism / graffiti / damage to property","*","*","1","1","*","3.5"
"2338","2019","Shetland Islands","Vandalism / graffiti / damage to property","-","*","-","2.4","-","1.7"
"2339","2019","South Ayrshire","Vandalism / graffiti / damage to property","*","5.6","2.6","*","*","4.9"
"2340","2019","South Lanarkshire","Vandalism / graffiti / damage to property","23","7.3","8.4","4.9","4.6","9.7"
"2341","2019","Stirling","Vandalism / graffiti / damage to property","*","*","*","5.4","0.5","6"
"2342","2019","West Dunbartonshire","Vandalism / graffiti / damage to property","14.4","11.9","*","*","*","10"
"2343","2019","West Lothian","Vandalism / graffiti / damage to property","*","13.5","*","*","*","9.5"
"2344","2019","Aberdeen City","Groups or individual harassing others","*","11.3","13.2","-","0.7","6.1"
"2345","2019","Aberdeenshire","Groups or individual harassing others","*","*","5.3","4.8","-","3.6"
"2346","2019","Angus","Groups or individual harassing others","*","18.4","5.1","2.2","*","7.5"
"2347","2019","Argyll & Bute","Groups or individual harassing others","*","*","2.2","3.9","*","3.3"
"2348","2019","Clackmannanshire","Groups or individual harassing others","10","9.1","*","*","*","5.9"
"2349","2019","Dumfries & Galloway","Groups or individual harassing others","*","2.9","0.9","3.1","*","2.9"
"2350","2019","Dundee City","Groups or individual harassing others","6.4","5.1","*","*","*","4.6"
"2351","2019","East Ayrshire","Groups or individual harassing others","16.6","8.3","*","*","*","7.1"
"2352","2019","East Dunbartonshire","Groups or individual harassing others","*","2","*","4.3","1.6","2.4"
"2353","2019","East Lothian","Groups or individual harassing others","*","6.4","10.5","2.3","*","6.5"
"2354","2019","East Renfrewshire","Groups or individual harassing others","*","*","*","*","5.4","5.2"
"2355","2019","Edinburgh, City of","Groups or individual harassing others","28","13.7","7.3","4.2","1.8","7.4"
"2356","2019","Falkirk","Groups or individual harassing others","*","8","4","*","*","7"
"2357","2019","Fife","Groups or individual harassing others","15.8","10.3","8.8","3","-","7.4"
"2358","2019","Glasgow City","Groups or individual harassing others","14.8","10","6.3","4.3","5.5","10.6"
"2359","2019","Highland","Groups or individual harassing others","*","12.8","3.2","2.5","*","5.1"
"2360","2019","Inverclyde","Groups or individual harassing others","11.2","*","*","*","*","5.6"
"2361","2019","Midlothian","Groups or individual harassing others","*","8.4","-","-","*","3.5"
"2362","2019","Moray","Groups or individual harassing others","*","*","6.4","5.5","*","7.2"
"2363","2019","Na-h Eileanan Siar","Groups or individual harassing others","-","*","0.5","-","-","0.6"
"2364","2019","North Ayrshire","Groups or individual harassing others","10.7","*","*","*","*","4.8"
"2365","2019","North Lanarkshire","Groups or individual harassing others","9.7","6.3","2.1","3.9","*","7"
"2366","2019","Orkney Islands","Groups or individual harassing others","-","*","1.3","-","*","1.2"
"2367","2019","Perth & Kinross","Groups or individual harassing others","*","*","*","2.9","1.5","4.5"
"2368","2019","Renfrewshire","Groups or individual harassing others","6.5","*","*","*","-","4.1"
"2369","2019","Scotland","Groups or individual harassing others","13.6","8.2","5.1","3.1","1.8","6.3"
"2370","2019","Scottish Borders","Groups or individual harassing others","*","*","1.5","4.2","*","4"
"2371","2019","Shetland Islands","Groups or individual harassing others","-","*","2.2","-","-","0.7"
"2372","2019","South Ayrshire","Groups or individual harassing others","*","1.8","1.1","*","*","4"
"2373","2019","South Lanarkshire","Groups or individual harassing others","14.1","3.3","3.2","4.6","-","5.1"
"2374","2019","Stirling","Groups or individual harassing others","*","*","*","-","-","3.8"
"2375","2019","West Dunbartonshire","Groups or individual harassing others","8.1","6.5","*","*","*","6.7"
"2376","2019","West Lothian","Groups or individual harassing others","*","14.3","*","*","*","12.3"
"2377","2019","Aberdeen City","Drugs misuse","*","25.5","13.5","6.2","7.1","14.4"
"2378","2019","Aberdeenshire","Drugs misuse","*","*","7.6","6.8","2","7.4"
"2379","2019","Angus","Drugs misuse","*","24.6","10.1","3.4","*","11.4"
"2380","2019","Argyll & Bute","Drugs misuse","*","*","16.3","16","*","20.5"
"2381","2019","Clackmannanshire","Drugs misuse","36.7","18.7","*","*","*","18.2"
"2382","2019","Dumfries & Galloway","Drugs misuse","*","22.1","10.7","5.9","*","14.1"
"2383","2019","Dundee City","Drugs misuse","30.7","24.6","*","*","*","16.5"
"2384","2019","East Ayrshire","Drugs misuse","34.2","20.2","*","*","*","15.9"
"2385","2019","East Dunbartonshire","Drugs misuse","*","16.1","*","6.3","2.1","7"
"2386","2019","East Lothian","Drugs misuse","*","20.8","11.2","3.9","*","13.6"
"2387","2019","East Renfrewshire","Drugs misuse","*","*","*","*","4.6","8.4"
"2388","2019","Edinburgh, City of","Drugs misuse","38.6","22","17.2","13.9","2.2","13"
"2389","2019","Falkirk","Drugs misuse","*","15.9","4","*","*","14.6"
"2390","2019","Fife","Drugs misuse","30.2","18.2","10.5","1.2","3.7","12.6"
"2391","2019","Glasgow City","Drugs misuse","26.1","17","6.5","4.2","5.5","17"
"2392","2019","Highland","Drugs misuse","*","24.2","6.1","2.9","*","9.7"
"2393","2019","Inverclyde","Drugs misuse","20.4","*","*","*","*","10.4"
"2394","2019","Midlothian","Drugs misuse","*","16.3","8.4","7.6","*","14.9"
"2395","2019","Moray","Drugs misuse","*","*","9.7","5.9","*","10.7"
"2396","2019","Na-h Eileanan Siar","Drugs misuse","-","*","0.8","-","-","0.6"
"2397","2019","North Ayrshire","Drugs misuse","25.8","*","*","*","*","13.6"
"2398","2019","North Lanarkshire","Drugs misuse","28.2","22.8","8.9","5.6","*","18.6"
"2399","2019","Orkney Islands","Drugs misuse","-","*","2.1","1.6","*","2.4"
"2400","2019","Perth & Kinross","Drugs misuse","*","*","*","9.5","3.4","9.8"
"2401","2019","Renfrewshire","Drugs misuse","28.2","*","*","*","4.6","12.8"
"2402","2019","Scotland","Drugs misuse","30.1","20.1","9.2","5.9","2.9","13.6"
"2403","2019","Scottish Borders","Drugs misuse","*","*","5.3","4.4","*","6.8"
"2404","2019","Shetland Islands","Drugs misuse","-","*","10.8","6.3","-","7.5"
"2405","2019","South Ayrshire","Drugs misuse","*","5.6","4","*","*","6.6"
"2406","2019","South Lanarkshire","Drugs misuse","32.7","21.9","8.9","8.2","-","15.4"
"2407","2019","Stirling","Drugs misuse","*","*","*","1.3","-","8.1"
"2408","2019","West Dunbartonshire","Drugs misuse","40.6","14.5","*","*","*","23.6"
"2409","2019","West Lothian","Drugs misuse","*","32.5","*","*","*","20.6"
"2410","2019","Aberdeen City","Rowdy behaviour","*","13.2","9.4","3.4","0.7","7.2"
"2411","2019","Aberdeenshire","Rowdy behaviour","*","*","5.6","8.4","2.7","7.8"
"2412","2019","Angus","Rowdy behaviour","*","23.3","7.1","2.2","*","9.2"
"2413","2019","Argyll & Bute","Rowdy behaviour","*","*","5","7.2","*","10.1"
"2414","2019","Clackmannanshire","Rowdy behaviour","29.8","17.6","*","*","*","14.2"
"2415","2019","Dumfries & Galloway","Rowdy behaviour","*","17.3","2.2","-","*","5.8"
"2416","2019","Dundee City","Rowdy behaviour","27","21","*","*","*","17.4"
"2417","2019","East Ayrshire","Rowdy behaviour","13.5","11","*","*","*","8.8"
"2418","2019","East Dunbartonshire","Rowdy behaviour","*","9.1","*","1.5","2.1","3.8"
"2419","2019","East Lothian","Rowdy behaviour","*","12.3","12","6.4","*","10.5"
"2420","2019","East Renfrewshire","Rowdy behaviour","*","*","*","*","4.4","5.4"
"2421","2019","Edinburgh, City of","Rowdy behaviour","31.8","26.5","17.5","9.1","5.1","13.4"
"2422","2019","Falkirk","Rowdy behaviour","*","8.7","5.8","*","*","10.8"
"2423","2019","Fife","Rowdy behaviour","18.7","14.4","10.8","3.3","5.4","10.4"
"2424","2019","Glasgow City","Rowdy behaviour","24.2","19.4","16.1","9.8","11.7","19.2"
"2425","2019","Highland","Rowdy behaviour","*","17.1","2.4","1.2","*","6.3"
"2426","2019","Inverclyde","Rowdy behaviour","22","*","*","*","*","11.5"
"2427","2019","Midlothian","Rowdy behaviour","*","14.2","6.6","9.2","*","12.7"
"2428","2019","Moray","Rowdy behaviour","*","*","5.2","4.6","*","6.5"
"2429","2019","Na-h Eileanan Siar","Rowdy behaviour","-","*","0.8","-","-","0.6"
"2430","2019","North Ayrshire","Rowdy behaviour","12","*","*","*","*","6.7"
"2431","2019","North Lanarkshire","Rowdy behaviour","22","11.7","11.3","4.9","*","14"
"2432","2019","Orkney Islands","Rowdy behaviour","-","*","5.9","2.2","*","3.1"
"2433","2019","Perth & Kinross","Rowdy behaviour","*","*","*","1.2","-","4.5"
"2434","2019","Renfrewshire","Rowdy behaviour","24.1","*","*","*","-","10.5"
"2435","2019","Scotland","Rowdy behaviour","23.4","15","8.1","5.1","3.7","11"
"2436","2019","Scottish Borders","Rowdy behaviour","*","*","3.5","2.3","*","5.2"
"2437","2019","Shetland Islands","Rowdy behaviour","-","*","7.1","0.4","-","2.6"
"2438","2019","South Ayrshire","Rowdy behaviour","*","2.7","1.1","*","*","2.9"
"2439","2019","South Lanarkshire","Rowdy behaviour","28.8","10.9","9.5","6.9","2.6","12"
"2440","2019","Stirling","Rowdy behaviour","*","*","*","7.8","4","10"
"2441","2019","West Dunbartonshire","Rowdy behaviour","22.7","18.9","*","*","*","16.8"
